budget,genres,id,original_language,popularity,production_companies,production_countries,revenue,runtime,title,vote_average,vote_count,release_year,release_month,release_day,release_quarter,season,main_genre,genre_count,keywords
30000000,"['Action', 'Adventure']",9103,en,7.941972,"['Universal Pictures', 'Signature Pictures', 'MDP Worldwide', 'Selima Films AVV']","['Canada', 'United States of America']",57400547.0,95.0,The Quest,5.3,126.0,1996,4,19,2,Spring,Action,2,"['new york', 'bare knuckle boxing', 'himalaya', 'island', 'thailand', 'street artist', 'muay thai', 'kick boxing']"
31000000,"['Animation', 'Comedy', 'Family']",12233,en,10.813579,"['Walt Disney Pictures', 'Silver Screen Partners III']",['United States of America'],74151346.0,74.0,Oliver & Company,6.5,372.0,1988,11,18,4,Fall,Animation,3,"['new york city', 'kitten', 'great dane']"
25530000,"['Adventure', 'Family']",36355,en,4.557006,"['Universal Pictures', 'The Bubble Factory', 'American Films']",['United States of America'],20080020.0,95.0,Flipper,5.3,85.0,1996,5,17,2,Spring,Adventure,2,"['dolphin', 'florida', 'florida keys', 'summer']"
35000000,"['War', 'Adventure', 'Drama', 'Romance']",11876,en,1.690768,"['France 2 Cinéma', 'Hachette Première', 'Canal+']",['France'],15000000.0,135.0,The Horseman on the Roof,6.7,25.0,1995,9,20,3,Fall,Documentary,4,"['italian', 'new love', 'provence', 'horse', 'exile']"
15000000,"['Drama', 'Fantasy', 'Horror', 'Thriller']",9100,en,12.860385,['Columbia Pictures'],['United States of America'],24769466.0,101.0,The Craft,6.3,388.0,1996,5,3,2,Spring,Drama,4,"['witch', 'suicide attempt', 'puberty', 'magic', 'black magic', 'sorcery', 'female friendship', 'teenager', 'hair loss', 'outsider', 'occult ritual', 'karma', 'newcomer', 'love spell']"
4800000,"['Action', 'Drama', 'Crime', 'Thriller']",40507,en,0.343579,"[""Po' Boy Productions""]",['United States of America'],3014000.0,99.0,Original Gangstas,5.5,5.0,1996,5,10,2,Spring,Action,4,"['vigilante', 'blaxploitation', 'b movie', 'violence', 'drive by shooting', 'gang violence', 'street shootout', 'hand to hand combat', 'gangsters']"
75000000,"['Action', 'Adventure', 'Thriller']",9802,en,13.249824,"['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America'],335062621.0,136.0,The Rock,6.9,1474.0,1996,6,6,2,Summer,Action,3,"['san francisco', 'fbi', 'gas attack', 'alcatraz', 'hostage situation', 'fbi agent']"
92000000,"['Action', 'Adventure', 'Drama']",664,en,8.739144,"['Universal Pictures', 'Amblin Entertainment', 'Warner Bros.', 'Constant c Productions']",['United States of America'],494471524.0,113.0,Twister,6.1,966.0,1996,5,10,2,Spring,Action,3,"['wife husband relationship', 'tornado', 'twister', 'oklahoma', 'metereologist', 'invention', 'climate', 'barn', 'natural disaster', 'cow', 'truck', 'disaster', 'aunt niece relationship', 'storm chaser', 'divorce']"
25000000,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",10547,en,6.497591,"['Live Entertainment', 'Steelwork Films', 'Mediaworks']","['Mexico', 'United States of America']",14048372.0,115.0,The Arrival,6.1,200.0,1996,5,31,2,Spring,Action,4,"['greenhouse effect', 'global warming', 'extraterrestrial', 'astronomer', 'conspiracy', 'scientist', 'foot chase', 'desert', 'climatologist', 'observatory', 'alien language', 'golf club', 'volkswagen beetle', 'liquid nitrogen', 'screwdriver', 'cosmic zoom', 'radio telescope', 'satellite dish']"
1800000,"['Drama', 'Comedy', 'War']",935,en,9.80398,"['Hawk Films', 'Columbia Pictures Corporation']","['United Kingdom', 'United States of America']",9440272.0,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472.0,1964,1,29,1,Winter,Drama,3,"['usa president', 'general', 'cold war', 'strategic air command', 'nuclear missile', 'war room', 'bomber pilot', 'nuclear weapons', 'ex nazi', 'doomsday device', 'absurdism']"
45000000,"['Adventure', 'Action']",9826,en,8.079541,"['Paramount Pictures', 'Village Roadshow Pictures', 'The Ladd Company']","['Australia', 'United States of America']",17300889.0,100.0,The Phantom,4.7,138.0,1996,6,6,2,Summer,Adventure,2,"['secret identity', 'gold', 'gangster boss', 'phantom', 'silver', 'power', 'battle for power', 'jade', 'based on comic', 'jungle', 'masked hero', 'crystal skull']"
50000000,"['Drama', 'Thriller', 'Crime']",9879,en,11.341502,"['Columbia Pictures', 'Castle Rock Entertainment']",['United States of America'],113309743.0,115.0,Striptease,4.4,210.0,1996,6,28,2,Summer,Drama,3,"['blackmail', 'strip club', 'striptease', 'police', 'u.s. congress']"
45000000,"['Comedy', 'Drama', 'Science Fiction']",7095,en,6.287245,"['American Zoetrope', 'Hollywood Pictures', 'Great Oaks Entertainment']",['United States of America'],58620973.0,113.0,Jack,5.9,340.0,1996,8,9,3,Summer,Comedy,3,"['age difference', 'appearance', 'body exchange', 'genetics']"
4000000,"['Drama', 'Crime']",627,en,19.348466,"['Miramax Films', 'Channel Four Films', 'Noel Gay Motion Picture Company', 'Figment Films', 'Film4']",['United Kingdom'],16491080.0,93.0,Trainspotting,7.8,2737.0,1996,2,23,1,Winter,Drama,2,"['london england', 'alcohol', 'sex', 'based on novel', 'drug addiction', 'drug dealer', 'nightclub', 'junkie', 'heroin', 'cold turkey', 'modern society', 'hallucination', 'friendship', 'surrealism', 'dark comedy', 'stealing', 'monologue', 'cult film', 'recovering drug addict', 'illegal drugs', 'drug deal', 'drug rehabilitation', 'drug culture', 'antihero']"
75000000,"['Action', 'Adventure', 'Science Fiction']",602,en,17.634197,"['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment']",['United States of America'],816969268.0,145.0,Independence Day,6.7,3334.0,1996,6,25,2,Summer,Action,3,"['spacecraft', 'patriotism', 'countdown', 'independence', 'invasion', 'war', 'ufo', 'extraterrestrial', 'spaceship', 'alien', 'battle']"
55000000,"['Drama', 'Mystery', 'Thriller']",9566,en,12.202063,"['TriStar Pictures', 'Mandalay Entertainment']",['United States of America'],18626419.0,116.0,The Fan,5.7,202.0,1996,8,15,3,Summer,Drama,3,"['sport', 'luck', 'san francisco giants', 'child custody', 'baseball pitcher', 'baseball fan', 'psychotic fan', 'sports agent', 'driving range', 'steam room']"
100000000,"['Drama', 'Animation', 'Family']",10545,en,13.553999,['Walt Disney Pictures'],['United States of America'],100138851.0,91.0,The Hunchback of Notre Dame,6.8,1182.0,1996,6,21,2,Summer,Drama,3,"['paris', 'based on novel', 'judge', 'obsession', 'dance', 'sword', 'mockery', 'ugliness', 'cathedral', 'musical', 'fool', 'bell', 'religion', 'orphan', 'army captain', 'festival', 'angry mob', 'witch hunt', '15th century']"
47000000,"['Comedy', 'Drama', 'Thriller']",9894,en,7.586577,['Columbia Pictures Corporation'],['United States of America'],102825796.0,96.0,The Cable Guy,5.7,603.0,1996,6,10,2,Summer,Comedy,3,"['prison', 'prostitute', 'karaoke', 'dark comedy', 'cable guy']"
27000000,['Comedy'],11543,en,11.633347,"['Motion Picture Corporation of America', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],25023434.0,113.0,Kingpin,6.7,248.0,1996,7,4,3,Summer,Comedy,1,"['sport', 'handicap', 'sexual favor', 'star spangled banner', 'bowling team', 'hair loss', 'biblical interpretation', 'comb over', 'female stripper', 'inflatable doll', 'combover', 'unlikely lovers', 'kingpin', 'carriage', 'lancaster, pa']"
100000000,"['Action', 'Drama', 'Mystery', 'Thriller']",9268,en,6.919314,"['Kopelson Entertainment', 'Warner Bros.']","['Canada', 'United States of America']",242295562.0,115.0,Eraser,5.6,553.0,1996,6,21,2,Summer,Action,4,"['suicide', 'ambush', 'showdown', 'hostage', 'traitor', 'new identity', 'hitman', 'witness', 'witness protection', 'arms dealer', 'deception', 'betrayal', 'treason', 'conspiracy', 'u.s. marshal', 'gunfight', 'train', 'explosion', 'violence', 'sabotage', 'corporate crime', 'rogue agent', 'assassination attempt', 'x-ray vision', 'railgun']"
54000000,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",9327,en,9.651581,"['Imagine Entertainment', 'Universal Pictures']",['United States of America'],128769345.0,95.0,The Nutty Professor,5.4,717.0,1996,6,26,2,Summer,Adventure,4,"['overweight', 'overweight man', 'duringcreditsstinger']"
80000000,"['Action', 'Adventure', 'Thriller']",11228,en,11.995799,"['Universal Pictures', 'Davis Entertainment']",['United States of America'],159212469.0,115.0,Daylight,5.8,385.0,1996,12,6,4,Winter,Action,3,"['taxi', 'new jersey', 'helicopter', 'river', 'hero', 'taxi driver', 'race against time', 'guard', 'survival', 'disaster', 'new york city', 'explosion', 'power outage', 'dog', 'trapped', 'flood', 'tunnel', 'christmas', 'trapped underground', 'action hero']"
30000000,"['Horror', 'Comedy']",10779,en,12.09096,"['WingNut Films', 'Universal Pictures']","['New Zealand', 'United States of America']",29359216.0,110.0,The Frighteners,6.7,413.0,1996,7,18,3,Summer,Horror,2,"['judge', 'architect', 'ghost world', 'hell', 'grim reaper', 'ghost']"
5000000,"['Drama', 'Mystery', 'Romance']",26748,en,9.069963,"['Castle Rock Entertainment', 'Columbia Pictures Corporation', 'Rio Dulce']",['United States of America'],13269963.0,135.0,Lone Star,6.9,79.0,1996,6,21,2,Summer,Drama,3,"['sheriff', 'family secrets', 'neo-western', 'dark secrets']"
32000000,"['Drama', 'Fantasy', 'Romance', 'Science Fiction']",9294,en,5.575992,['Touchstone Pictures'],['United States of America'],152036382.0,123.0,Phenomenon,6.2,328.0,1996,7,5,3,Summer,Drama,4,"['brain tumor', 'telekinesis', 'genius', 'terminal illness', 'doctor', 'psionic power']"
3500000,"['Comedy', 'Romance']",11363,en,10.827266,['Fox Searchlight Pictures'],['United States of America'],9482579.0,96.0,She's the One,5.7,71.0,1996,8,26,3,Summer,Comedy,2,"['brother brother relationship', 'taxi', 'ex-girlfriend', ""love of one's life"", 'bride', 'broker', 'independent film', 'wedding']"
40000000,"['Crime', 'Drama', 'Thriller']",1645,en,13.309013,"['Regency Enterprises', 'Warner Bros.']",['United States of America'],152266007.0,149.0,A Time to Kill,7.0,522.0,1996,7,24,3,Summer,Action,3,"['ku klux klan', 'rape', 'mississippi', 'jurors', 'blackmail', 'attempted murder', 'forgiveness', 'court', 'shooting', 'murder', 'suspense', 'lawyer', 'trial', 'courtroom', 'racial tension', 'kkk', 'racial issues', 'courtroom drama']"
25000000,"['Action', 'Comedy', 'Thriller']",18550,en,3.906949,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],17193231.0,98.0,Fled,5.2,49.0,1996,7,19,3,Summer,Action,3,"['hacker', 'undercover agent', 'mafia', 'chain gang', 'fugitive', 'floppy disk']"
26000000,['Comedy'],2925,en,10.177303,['Scott Rudin Productions'],['United States of America'],116400000.0,102.0,The First Wives Club,6.5,172.0,1996,9,20,3,Fall,Comedy,1,"['divorce', 'divorced woman', 'reunited friends']"
80000000,"['Action', 'Thriller']",3595,en,8.772188,"['Touchstone Pictures', 'Brian Grazer/Scott Rudin Productions']",['United States of America'],309492681.0,117.0,Ransom,6.4,482.0,1996,11,8,4,Fall,Action,2,"['bounty', 'loss of child', 'yellow press', 'fbi', 'baby-snatching', 'suspense', 'fbi agent', 'millionaire']"
50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",12123,en,15.874491,"['Twentieth Century Fox Film Corporation', 'Chicago Pacific Entertainment', 'Zanuck Company, The']",['United States of America'],60209334.0,107.0,Chain Reaction,5.3,291.0,1996,8,2,3,Summer,Action,4,"['fbi', 'hydrogen bomb', 'secret lab', 'energy supply', 'conspiracy', 'aftercreditsstinger']"
36000000,"['Comedy', 'Family', 'Fantasy']",10830,en,10.034915,"['Jersey Films', 'TriStar Pictures']",['United States of America'],33459416.0,98.0,Matilda,6.9,892.0,1996,8,2,3,Summer,Comedy,3,"['parent child relationship', 'difficult childhood', 'telekinesis', 'child prodigy', 'childhood trauma', 'school', 'teacher student relationship']"
6000000,"['Drama', 'Comedy', 'Romance']",3573,en,6.593011,"['Miramax Films', 'Haft Entertainment', 'Matchmaker Films']",['United States of America'],22231658.0,121.0,Emma,6.7,152.0,1996,8,2,3,Summer,Drama,3,"['skab under tv', 'Øverste hylde', 'foran']"
13000000,"['Action', 'Fantasy', 'Thriller']",10546,en,6.554679,['Miramax Films'],['United States of America'],17917287.0,84.0,The Crow: City of Angels,5.2,119.0,1996,8,29,3,Summer,Action,3,"['tattoo', 'loss of son', 'crow', 'independent film', 'duel', ' ']"
15000000,"['Horror', 'Comedy']",9431,en,3.450402,"['Universal Pictures', 'Tales From The Crypt Holdings', 'Universal City Studios']",['United States of America'],5600000.0,87.0,Bordello of Blood,5.0,63.0,1996,8,16,3,Summer,Horror,2,"['female nudity', 'brothel', 'vampire', 'private investigator', 'born again christian', 'televangelist']"
6000000,"['Comedy', 'Drama']",47907,en,1.19589,['Castle Rock Entertainment'],['United States of America'],12643776.0,117.0,The Spitfire Grill,6.8,17.0,1996,8,23,3,Summer,Comedy,2,"['prison', 'small town', 'independent film', 'church']"
50000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",10061,en,12.229381,"['Paramount Pictures', 'Rysher Entertainment']",['United States of America'],42277365.0,97.0,Escape from L.A.,5.6,381.0,1996,8,9,3,Summer,Action,4,"['prison', 'usa president', 'earthquake', 'dystopia', 'attempt to escape', 'los angeles', 'reluctant hero']"
2962051,"['Drama', 'History']",549,en,4.797674,"['Miramax', 'Eleventh Street Production', 'Jon Kilik']",['United States of America'],3011195.0,108.0,Basquiat,6.6,97.0,1996,8,9,3,Summer,Drama,2,"['new york', 'sex', 'drug abuse', 'homeless person', 'new love', 'drug addiction', 'overdose', 'graffiti', 'street art', 'vernissage', 'exhibit', 'friendship', 'independent film', 'drug', 'celebration']"
45000000,"['Comedy', 'Drama', 'Romance']",10478,en,6.24966,"['Regency Enterprises', 'Warner Bros.']",['United States of America'],53854588.0,135.0,Tin Cup,5.9,152.0,1996,8,16,3,Summer,Comedy,3,"['lover (female)', 'golf', 'man-woman relation', 'sport', 'woman between two men']"
200000,"['Drama', 'Music']",66634,en,0.124273,['Vertigo Productions'],"['Australia', 'France']",300000.0,109.0,Dingo,6.0,1.0,1991,6,2,2,Summer,Drama,2,"['jazz', 'australia', 'outback']"
6000000,"['Drama', 'Crime']",238,en,41.109264,"['Paramount Pictures', 'Alfran Productions']",['United States of America'],245066411.0,175.0,The Godfather,8.5,6024.0,1972,3,14,1,Spring,Drama,2,"['italy', 'love at first sight', 'loss of father', 'patriarch', 'organized crime', 'mafia', 'lawyer', 'italian american', 'crime family', 'rise to power', 'mob boss', '1940s']"
900000,"['Action', 'Crime', 'Thriller']",11134,cn,6.751864,"['Golden Harvest Company', 'Golden Way Films Ltd.']",['Hong Kong'],20483423.0,95.0,Police Story 3: Supercop,6.7,109.0,1992,7,4,3,Summer,Action,3,"['police', 'crook couple', 'gangster', 'drug lord', 'female martial artist']"
500000,"['Drama', 'Comedy']",88224,en,1.143656,['Pope Productions'],['United States of America'],431326.0,88.0,Manny & Lo,6.3,9.0,1996,1,22,1,Winter,Drama,2,"['sex', 'robbery', 'runaway', 'dream', 'kidnapping', 'sister', 'police', 'pregnant', 'teenager', 'drug', 'woman director']"
4500000,"['Crime', 'Drama', 'Romance', 'Thriller']",9303,en,12.449574,"['Dino De Laurentiis Company', 'Spelling Films']",['United States of America'],7011317.0,108.0,Bound,6.9,203.0,1996,9,13,3,Fall,Action,4,"['prison', ""women's prison"", 'suspense', 'mafia', 'lesbian', 'gangster', 'ex-con', 'woman director']"
60000000,"['Horror', 'Mystery', 'Thriller']",11015,en,7.699967,"['Paramount Pictures', 'Universal Pictures', 'Toho-Towa', 'Mutual Film Company', 'Pacific Western', 'PolyGram Filmed Entertainment', 'Marubeni', 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'British Broadcasting Corporation (BBC)']","['Germany', 'Japan', 'New Zealand', 'United Kingdom', 'United States of America']",33956608.0,110.0,The Relic,5.8,130.0,1997,1,10,1,Winter,Horror,3,"['chicago', 'based on novel', 'monster', 'museum', 'pile of dead bodies', 'god', 'dead body', 'anthropologist', 'indian tribe', 'amazon jungle']"
40000000,"['Fantasy', 'Horror', 'Science Fiction']",9306,en,12.725343,['New Line Cinema'],['United States of America'],49627779.0,96.0,The Island of Dr. Moreau,4.6,148.0,1996,8,23,3,Summer,Adventure,3,"['monster', 'experiment', 'island', 'mutation', 'genetics', 'hybrid', 'remake', 'h. g. wells']"
25000000,"['Action', 'Adventure', 'Comedy', 'Thriller']",10723,en,7.859132,['Universal Pictures'],['United States of America'],22611954.0,84.0,Bulletproof,5.4,164.0,1996,9,6,3,Fall,Action,4,"['undercover', 'friendship', 'police', 'cop', 'bullet wound', 'drug', 'drug lord']"
5000000,"['Horror', 'Thriller']",10987,en,8.768288,['Miramax Films'],['United States of America'],15116634.0,88.0,Halloween: The Curse of Michael Myers,5.0,173.0,1995,9,29,3,Fall,Horror,2,"['mass murder', 'nudity', 'halloween', 'attempt to escape', 'cult', 'psychopath', 'escape agent', 'murder', 'escape', 'slasher', 'doctor', 'niece', 'death', 'evil', 'michael myers', 'psychiatric', 'murder hunt', 'halloween night']"
2540800,"['Comedy', 'Music', 'Romance']",872,en,11.064858,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],7200000.0,103.0,Singin' in the Rain,7.9,747.0,1952,4,10,2,Spring,Comedy,3,"['fan', 'morning', 'musical', 'talkie', 'partner', 'movie in movie', 'broadway', 'audience', 'chorus girl', 'diction coach', 'pearl necklace', 'flapper']"
2723903,"['Drama', 'Comedy', 'Music', 'Romance']",2769,en,5.565203,"[""Loew's"", 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],4500000.0,113.0,An American in Paris,6.9,133.0,1951,8,8,3,Summer,Drama,4,"['paris', 'world war ii', 'musical', 'parfum', 'singing']"
2500000,"['Comedy', 'Drama', 'Romance']",164,en,10.879289,"['Paramount Pictures', 'Jurow-Shepherd']",['United States of America'],9500000.0,110.0,Breakfast at Tiffany's,7.6,1082.0,1961,10,5,4,Fall,Comedy,3,"['loss of brother', 'age difference', 'cat', 'broken engagement', 'fire escape', ""love of one's life"", 'jewelry', 'store window', 'neighbor', 'millionaire', 'celebration']"
2479000,"['Mystery', 'Romance', 'Thriller']",426,en,18.20822,"['Paramount Pictures', 'Alfred J. Hitchcock Productions']",['United States of America'],28000000.0,128.0,Vertigo,8.0,1162.0,1958,5,9,2,Spring,Action,3,"['san francisco', 'sense of guilt', 'bachelor', 'obsession', ""love of one's life"", 'vertigo', 'museum', 'necklace', 'grave', 'plan', 'painting', 'film noir']"
1000000,"['Drama', 'Mystery', 'Thriller']",567,en,17.911314,['Paramount Pictures'],['United States of America'],36764313.0,112.0,Rear Window,8.2,1531.0,1954,8,1,3,Summer,Drama,3,"['nurse', 'photographer', 'suspicion of murder', 'girlfriend', 'neighbor', 'salesman', 'apartment', 'convalescence', 'voyeurism', 'homebound']"
325000,"['Comedy', 'Romance']",3078,en,6.465257,['Columbia Pictures Corporation'],['United States of America'],4500000.0,105.0,It Happened One Night,7.7,283.0,1934,2,22,1,Winter,Comedy,2,"['miami', 'reference to the big bad wolf', 'reporter']"
4000000,"['Mystery', 'Thriller']",213,en,12.410427,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],13275000.0,136.0,North by Northwest,7.8,1062.0,1959,7,7,3,Summer,Action,2,"['assassination', 'spy', 'mount rushmore national memorial', 'mistaken identity', 'on the run', 'fugitive', 'espionage', 'advertising', 'framed', 'government agent']"
3000000,"['Comedy', 'Drama', 'Romance']",284,en,11.994281,"['United Artists', 'The Mirisch Company']",['United States of America'],25000000.0,125.0,The Apartment,8.1,498.0,1960,6,15,2,Summer,Comedy,3,"['new york', ""new year's eve"", 'lovesickness', 'age difference', 'suicide attempt', 'office', 'flat', 'spaghetti', 'christmas party', 'winter', 'clerk', 'tennis racket', 'romantic comedy', 'extramarital affair']"
2883848,"['Comedy', 'Romance']",239,en,11.845107,"['The Mirisch Corporation', 'Ashton Productions']",['United States of America'],25000000.0,122.0,Some Like It Hot,8.0,835.0,1959,3,18,1,Spring,Comedy,2,"['chicago', 'witness', 'musician', 'mafia', 'cross dressing', 'band', 'spats', 'all girl band', ""st. valentine's day massacre"", 'sugar', ""valentine's day"", 'dressing']"
4000000,"['Comedy', 'Mystery', 'Romance', 'Thriller']",4808,en,7.098731,['Universal Pictures'],['United States of America'],13474588.0,113.0,Charade,7.7,351.0,1963,12,5,4,Winter,Comedy,4,"['paris', 'cia', 'age difference', ""love of one's life"", 'interpreter', 'loss of husband', 'french', 'stamp', 'train', 'alias', 'hitchcockian']"
878000,"['Drama', 'Romance']",289,en,13.916101,['Warner Bros.'],['United States of America'],10462500.0,102.0,Casablanca,7.9,1462.0,1942,11,26,4,Fall,Drama,2,"['love triangle', 'corruption', 'spy', 'resistance', 'casablanca', 'emigration', 'visa', 'patriotism', 'nationalism', 'concentration camp', 'nazis', 'war', 'melodrama', 'film noir']"
375000,"['Mystery', 'Crime', 'Thriller']",963,en,5.782544,['Warner Bros.'],['United States of America'],1000000.0,100.0,The Maltese Falcon,7.8,435.0,1941,11,18,4,Fall,Action,3,"['san francisco', 'detective', 'loss of husband', 'murder', 'statuette', 'private detective', 'black bird', 'sam spade', 'private eye', 'film noir']"
17000000,"['Drama', 'Family', 'Music', 'Romance']",11113,en,12.494394,['Warner Bros.'],['United States of America'],72070731.0,170.0,My Fair Lady,7.4,361.0,1964,10,21,4,Fall,Drama,4,"['musical', 'transformation', 'flower girl', 'colonel', 'wager', 'suitor', 'class differences', 'tutor', 'aristocrat', 'linguist', 'street', 'high society', 'misogynist', 'guttersnipe', 'class prejudice', 'opposites attract']"
2238813,"['Comedy', 'Drama', 'Romance']",6620,en,7.359741,['Paramount Pictures'],['United States of America'],10000000.0,113.0,Sabrina,7.4,284.0,1954,9,28,3,Fall,Comedy,3,"['brother brother relationship', 'chauffeur', 'champagne', 'playboy', 'love', 'teenage crush', 'millionaire', 'high society', 'manhattan, new york city', 'impossible love', 'family disapproval']"
1500000,"['Comedy', 'Romance']",804,en,11.954806,['Paramount Pictures'],['United States of America'],12000000.0,119.0,Roman Holiday,7.8,502.0,1953,9,2,3,Fall,Comedy,2,"['rome', 'secret identity', 'boat', 'dance', 'intelligence', 'forbidden love', 'embassy', 'duty', 'sightseeing', 'photography']"
2777000,"['Adventure', 'Family', 'Fantasy']",630,en,22.064932,"[""Loew's Incorporated""]",['United States of America'],33754967.0,102.0,The Wizard of Oz,7.4,1689.0,1939,8,15,3,Summer,Adventure,3,"['witch', 'adolescence', 'based on novel', 'secret identity', 'clock', 'dream', 'lion', 'tornado', 'scarecrow', 'musical', 'crow', 'music', 'kansas', 'classic', 'imaginary land', 'cowardliness', 'sepia color']"
4000000,"['Drama', 'Romance', 'War']",770,en,14.240357,"['Selznick International Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],400176459.0,238.0,Gone with the Wind,7.7,995.0,1939,12,15,4,Winter,Drama,3,"['life and death', 'civil war', 'southern usa', 'loss of child', 'marriage proposal', 'atlanta', 'luxury', 'plantation', 'typhus', 'business woman', 'marriage crisis']"
1752000,['Drama'],599,en,11.709777,['Paramount Pictures'],['United States of America'],5000000.0,110.0,Sunset Boulevard,8.2,533.0,1950,8,10,3,Summer,Drama,1,"[""new year's eve"", 'screenwriter', 'jealousy', 'butler', 'loss of sense of reality', 'diva', 'hollywood', 'madness', 'aging actor', 'silent film star', 'film noir']"
839727,"['Mystery', 'Drama']",15,en,15.811921,"['RKO Radio Pictures', 'Mercury Productions']",['United States of America'],23217674.0,119.0,Citizen Kane,8.0,1244.0,1941,4,30,2,Spring,Action,2,"['journalist', 'newspaper', 'florida', 'capitalist', 'banker', 'media tycoon', 'art collector', 'sleigh', 'money', 'child']"
10500000,"['Science Fiction', 'Mystery', 'Adventure']",62,en,22.494622,"['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer (MGM)']","['United States of America', 'United Kingdom']",68700000.0,149.0,2001: A Space Odyssey,7.9,3075.0,1968,4,10,2,Spring,Horror,3,"['moon', 'jupiter', 'artificial intelligence', 'man vs machine', 'technology', 'super computer', 'human being', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station']"
1400000,['Drama'],705,en,12.06308,['Twentieth Century Fox Film Corporation'],['United States of America'],63463.0,138.0,All About Eve,8.0,367.0,1950,11,9,4,Fall,Drama,1,"['jealousy', 'obsession', 'manipulation', 'fan', 'engagement', 'celebrity', 'party', 'melodrama', 'playwright', 'hollywood', 'black and white', 'director', 'relationship', 'insecurity', 'envy', 'broadway', 'critic', 'based on short story', 'theater', 'actress', 'entertainment']"
1688000,"['Comedy', 'Drama']",22490,en,5.076649,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],2270000.0,133.0,The Women,6.4,26.0,1939,1,1,1,Winter,Comedy,2,"['women', 'nevada', 'beauty salon', 'based on play or musical', 'mother daughter relationship', 'new york city', 'bathtub', 'divorce', 'gossip', 'dressing room', 'gold digger', 'columnist']"
1288000,"['Drama', 'Mystery']",223,en,8.590813,['Selznick International Pictures'],['United States of America'],6000000.0,130.0,Rebecca,7.7,346.0,1940,4,12,2,Spring,Drama,2,"['monte carlo', 'based on novel', 'age difference', 'secret', 'obsession', 'bride', 'cornwall', 'love', 'suspense', 'rural setting', 'devotion', 'housekeeper', 'death', 'estate', 'costume party', 'film noir', 'second wife']"
2000000,"['Thriller', 'Drama', 'Romance']",303,en,10.135111,['RKO Radio Pictures'],['United States of America'],24464742.0,102.0,Notorious,7.8,345.0,1946,8,15,3,Summer,Action,3,"['poison', 'love at first sight', 'marriage proposal', 'undercover', 'patriotism', 'rio de janeiro', 'wine cellar', 'fbi', 'atomic bomb', 'staircase', 'nazis', 'daughter', 'suspense', 'espionage', 'millionaire', 'intoxication', 'film noir']"
1500000,"['Drama', 'Mystery', 'Thriller']",4174,en,5.47596,['Selznick International Pictures'],['United States of America'],7000000.0,111.0,Spellbound,7.3,166.0,1945,12,28,4,Winter,Drama,3,"['amnesia', 'insane asylum', 'suspense']"
2500000,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",381,en,5.490505,['Paramount Pictures'],['United States of America'],8750000.0,106.0,To Catch a Thief,7.1,299.0,1955,8,3,3,Summer,Action,5,"['hotel', 'falsely accused', 'villa', 'jealousy', 'age difference', 'cat', 'expensive restaurant', 'nice', 'southern france', 'masked ball', 'roof', 'picnic', 'fireworks', ""côte d'azur"", 'jewelry', 'police', 'suspense', 'blonde woman', 'cat burglar']"
1365000,"['Comedy', 'Romance']",1859,en,5.120036,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],2279000.0,110.0,Ninotchka,7.3,77.0,1939,10,6,4,Fall,Comedy,2,"['paris', 'capitalism', 'istanbul', 'communist', 'capitalist', 'fur', 'jewelry']"
2033000,"['Action', 'Adventure', 'Romance']",10907,en,10.685036,['Warner Bros.'],['United States of America'],3981000.0,102.0,The Adventures of Robin Hood,7.6,170.0,1938,5,13,2,Spring,Action,3,"['repayment', 'sword', 'richard the lionheart', 'robin hood', 'swashbuckler', 'king richard']"
1020000,"['Drama', 'Mystery']",1939,en,9.884516,['Twentieth Century Fox Film Corporation'],['United States of America'],2000000.0,88.0,Laura,7.6,173.0,1944,10,11,4,Fall,Drama,2,"['detective', 'obsession', 'investigation', 'painting', 'advertising expert', 'murder', 'romance', 'suspense', 'investigator', 'apartment', 'classic noir']"
609000,"['Comedy', 'Music', 'Romance']",3080,en,7.122093,['RKO Radio Pictures'],['United States of America'],3202000.0,101.0,Top Hat,7.4,62.0,1935,9,6,3,Fall,Comedy,3,"['venice', 'dance', 'musical', 'tap dancing', 'stage show', 'fashion designer', 'mistaken identity', 'fashion', 'valet', 'rapier']"
